,source_target,source,sourceID,target,targetID,movies,moviesID,connections_y
6479,Gangapada Basu Tarapada Nandy,Gangapada Basu,nm0060610,Tarapada Nandy,nm0620827,The Music Room,tt0051792,1
6480,Gangapada Basu Tulsi Chakraborty,Gangapada Basu,nm0060610,Tulsi Chakraborty,nm0149831,Paras-Pathar,tt0052046,1
6481,Gangapada Basu Tulsi Lahiri,Gangapada Basu,nm0060610,Tulsi Lahiri,nm0481576,The Music Room,tt0051792,1
6482,Gangapada Basu Tulsi Lahiri,Gangapada Basu,nm0060610,Tulsi Lahiri,nm0481576,Paras-Pathar,tt0052046,1
6483,Gangapada Basu Waheed Khan,Gangapada Basu,nm0060610,Waheed Khan,nm0451339,The Music Room,tt0051792,1
6484,Gaurishankar Chowdhury Ajit Banerjee,Gaurishankar Chowdhury,nm5587117,Ajit Banerjee,nm0051830,The Middleman,tt0074710,1
6485,Gaurishankar Chowdhury Ajit Mukherjee,Gaurishankar Chowdhury,nm5587117,Ajit Mukherjee,nm5587566,The Middleman,tt0074710,1
6486,Gaurishankar Chowdhury Alokendu Dey,Gaurishankar Chowdhury,nm5587117,Alokendu Dey,nm4825642,The Middleman,tt0074710,1
6487,Gaurishankar Chowdhury Anup Chakraborty,Gaurishankar Chowdhury,nm5587117,Anup Chakraborty,nm5587652,The Middleman,tt0074710,1
6488,Gaurishankar Chowdhury Arati Bhattacharya,Gaurishankar Chowdhury,nm5587117,Arati Bhattacharya,nm0080341,The Middleman,tt0074710,1
6489,Gaurishankar Chowdhury Banibrata Poddar,Gaurishankar Chowdhury,nm5587117,Banibrata Poddar,nm5587097,The Middleman,tt0074710,1
6490,Gaurishankar Chowdhury Barin Mukherjee,Gaurishankar Chowdhury,nm5587117,Barin Mukherjee,nm5587274,The Middleman,tt0074710,1
6491,Gaurishankar Chowdhury Basudeb Chatterjee,Gaurishankar Chowdhury,nm5587117,Basudeb Chatterjee,nm5587128,The Middleman,tt0074710,1
6492,Gaurishankar Chowdhury Bhaya Mukherjee,Gaurishankar Chowdhury,nm5587117,Bhaya Mukherjee,nm5587179,The Middleman,tt0074710,1
6493,Gaurishankar Chowdhury Bijon Chakraborty,Gaurishankar Chowdhury,nm5587117,Bijon Chakraborty,nm5587455,The Middleman,tt0074710,1
6494,Gaurishankar Chowdhury Bimal Chatterjee,Gaurishankar Chowdhury,nm5587117,Bimal Chatterjee,nm0154115,The Middleman,tt0074710,1
6495,Gaurishankar Chowdhury Bimal Deb,Gaurishankar Chowdhury,nm5587117,Bimal Deb,nm1045149,The Middleman,tt0074710,1
6496,Gaurishankar Chowdhury Dipak Roy Chowdhury,Gaurishankar Chowdhury,nm5587117,Dipak Roy Chowdhury,nm4892830,The Middleman,tt0074710,1
6497,Gaurishankar Chowdhury Dipankar Dey,Gaurishankar Chowdhury,nm5587117,Dipankar Dey,nm0212541,The Middleman,tt0074710,1
6498,Gaurishankar Chowdhury Gaurishankar Chowdhury,Gaurishankar Chowdhury,nm5587117,Gaurishankar Chowdhury,nm5587117,The Middleman,tt0074710,1
6499,Gaurishankar Chowdhury Gautam Chakraborty,Gaurishankar Chowdhury,nm5587117,Gautam Chakraborty,nm1714765,The Middleman,tt0074710,1
6500,Gaurishankar Chowdhury Gita Basu,Gaurishankar Chowdhury,nm5587117,Gita Basu,nm5587553,The Middleman,tt0074710,1
6501,Gaurishankar Chowdhury Jatish Bhora,Gaurishankar Chowdhury,nm5587117,Jatish Bhora,nm5587485,The Middleman,tt0074710,1
6502,Gaurishankar Chowdhury Jayanta Chowdhury,Gaurishankar Chowdhury,nm5587117,Jayanta Chowdhury,nm5587293,The Middleman,tt0074710,1
6503,Gaurishankar Chowdhury Kalyan Chatterjee,Gaurishankar Chowdhury,nm5587117,Kalyan Chatterjee,nm0159537,The Middleman,tt0074710,1
6504,Gaurishankar Chowdhury Kalyan Sen,Gaurishankar Chowdhury,nm5587117,Kalyan Sen,nm4474657,The Middleman,tt0074710,1
6505,Gaurishankar Chowdhury Kartik Chatterjee,Gaurishankar Chowdhury,nm5587117,Kartik Chatterjee,nm0154135,The Middleman,tt0074710,1
6506,Gaurishankar Chowdhury Khagen Pathak,Gaurishankar Chowdhury,nm5587117,Khagen Pathak,nm0665546,The Middleman,tt0074710,1
6507,Gaurishankar Chowdhury Krishna Banerjee,Gaurishankar Chowdhury,nm5587117,Krishna Banerjee,nm5587504,The Middleman,tt0074710,1
6508,Gaurishankar Chowdhury Lily Chakravarty,Gaurishankar Chowdhury,nm5587117,Lily Chakravarty,nm0149846,The Middleman,tt0074710,1
6509,Gaurishankar Chowdhury M.N. Poddar,Gaurishankar Chowdhury,nm5587117,M.N. Poddar,nm5587026,The Middleman,tt0074710,1
6510,Gaurishankar Chowdhury Madhu Saha,Gaurishankar Chowdhury,nm5587117,Madhu Saha,nm5587013,The Middleman,tt0074710,1
6511,Gaurishankar Chowdhury Mani Srimani,Gaurishankar Chowdhury,nm5587117,Mani Srimani,nm0820248,The Middleman,tt0074710,1
6512,Gaurishankar Chowdhury P.C. Mukherjee,Gaurishankar Chowdhury,nm5587117,P.C. Mukherjee,nm5586945,The Middleman,tt0074710,1
6513,Gaurishankar Chowdhury P.L. Sanganaria,Gaurishankar Chowdhury,nm5587117,P.L. Sanganaria,nm5587111,The Middleman,tt0074710,1
6514,Gaurishankar Chowdhury Padmadevi,Gaurishankar Chowdhury,nm5587117,Padmadevi,nm0222471,The Middleman,tt0074710,1
6515,Gaurishankar Chowdhury Patrick Jackson,Gaurishankar Chowdhury,nm5587117,Patrick Jackson,nm5587419,The Middleman,tt0074710,1
6516,Gaurishankar Chowdhury Pradip Mukherjee,Gaurishankar Chowdhury,nm5587117,Pradip Mukherjee,nm0611544,The Middleman,tt0074710,1
6517,Gaurishankar Chowdhury Pradip Neogi,Gaurishankar Chowdhury,nm5587117,Pradip Neogi,nm4821964,The Middleman,tt0074710,1
6518,Gaurishankar Chowdhury Prashanta Das,Gaurishankar Chowdhury,nm5587117,Prashanta Das,nm5586957,The Middleman,tt0074710,1
6519,Gaurishankar Chowdhury Rabi Ghosh,Gaurishankar Chowdhury,nm5587117,Rabi Ghosh,nm0315917,The Middleman,tt0074710,1
6520,Gaurishankar Chowdhury Rafiq Ahmed,Gaurishankar Chowdhury,nm5587117,Rafiq Ahmed,nm5587456,The Middleman,tt0074710,1
6521,Gaurishankar Chowdhury Rajen Brijnath,Gaurishankar Chowdhury,nm5587117,Rajen Brijnath,nm5587104,The Middleman,tt0074710,1
6522,Gaurishankar Chowdhury S. Bagchi,Gaurishankar Chowdhury,nm5587117,S. Bagchi,nm5587322,The Middleman,tt0074710,1
6523,Gaurishankar Chowdhury Sachin Banerjee,Gaurishankar Chowdhury,nm5587117,Sachin Banerjee,nm5587249,The Middleman,tt0074710,1
6524,Gaurishankar Chowdhury Sachin Bhattacharya,Gaurishankar Chowdhury,nm5587117,Sachin Bhattacharya,nm5587009,The Middleman,tt0074710,1
6525,Gaurishankar Chowdhury Samaresh Banerjee,Gaurishankar Chowdhury,nm5587117,Samaresh Banerjee,nm4462919,The Middleman,tt0074710,1
6526,Gaurishankar Chowdhury Samir Lahiri,Gaurishankar Chowdhury,nm5587117,Samir Lahiri,nm5566545,The Middleman,tt0074710,1
6527,Gaurishankar Chowdhury Samir Roy,Gaurishankar Chowdhury,nm5587117,Samir Roy,nm5587350,The Middleman,tt0074710,1
6528,Gaurishankar Chowdhury Santosh Dutta,Gaurishankar Chowdhury,nm5587117,Santosh Dutta,nm0244904,The Middleman,tt0074710,1
6529,Gaurishankar Chowdhury Satish Ghosh,Gaurishankar Chowdhury,nm5587117,Satish Ghosh,nm5587224,The Middleman,tt0074710,1
6530,Gaurishankar Chowdhury Satya Bannerjee,Gaurishankar Chowdhury,nm5587117,Satya Bannerjee,nm0051810,The Middleman,tt0074710,1
6531,Gaurishankar Chowdhury Sonia Wales,Gaurishankar Chowdhury,nm5587117,Sonia Wales,nm5587447,The Middleman,tt0074710,1
6532,Gaurishankar Chowdhury Soven Lahiri,Gaurishankar Chowdhury,nm5587117,Soven Lahiri,nm0481574,The Middleman,tt0074710,1
6533,Gaurishankar Chowdhury Subrata Dutta,Gaurishankar Chowdhury,nm5587117,Subrata Dutta,nm5587387,The Middleman,tt0074710,1
6534,Gaurishankar Chowdhury Sudeshna,Gaurishankar Chowdhury,nm5587117,Sudeshna,nm0837185,The Middleman,tt0074710,1
6535,Gaurishankar Chowdhury Sudip Banerjee,Gaurishankar Chowdhury,nm5587117,Sudip Banerjee,nm5586978,The Middleman,tt0074710,1
6536,Gaurishankar Chowdhury Sumitra Chakraborty,Gaurishankar Chowdhury,nm5587117,Sumitra Chakraborty,nm5353457,The Middleman,tt0074710,1
6537,Gaurishankar Chowdhury Tapas Sengupta,Gaurishankar Chowdhury,nm5587117,Tapas Sengupta,nm5587265,The Middleman,tt0074710,1
6538,Gaurishankar Chowdhury Umanath Bhattacharya,Gaurishankar Chowdhury,nm5587117,Umanath Bhattacharya,nm0080369,The Middleman,tt0074710,1
6539,Gaurishankar Chowdhury Utpal Dutt,Gaurishankar Chowdhury,nm5587117,Utpal Dutt,nm0244884,The Middleman,tt0074710,1
6540,Gaurishankar Chowdhury Uttamram Nagar,Gaurishankar Chowdhury,nm5587117,Uttamram Nagar,nm1840054,The Middleman,tt0074710,1
6541,Gautam Chakraborty Ajit Banerjee,Gautam Chakraborty,nm1714765,Ajit Banerjee,nm0051830,The Middleman,tt0074710,1
6542,Gautam Chakraborty Ajit Mukherjee,Gautam Chakraborty,nm1714765,Ajit Mukherjee,nm5587566,The Middleman,tt0074710,1
6543,Gautam Chakraborty Alokendu Dey,Gautam Chakraborty,nm1714765,Alokendu Dey,nm4825642,The Middleman,tt0074710,1
6544,Gautam Chakraborty Anup Chakraborty,Gautam Chakraborty,nm1714765,Anup Chakraborty,nm5587652,The Middleman,tt0074710,1
6545,Gautam Chakraborty Arati Bhattacharya,Gautam Chakraborty,nm1714765,Arati Bhattacharya,nm0080341,The Middleman,tt0074710,1
6546,Gautam Chakraborty Banibrata Poddar,Gautam Chakraborty,nm1714765,Banibrata Poddar,nm5587097,The Middleman,tt0074710,1
6547,Gautam Chakraborty Barin Mukherjee,Gautam Chakraborty,nm1714765,Barin Mukherjee,nm5587274,The Middleman,tt0074710,1
6548,Gautam Chakraborty Basudeb Chatterjee,Gautam Chakraborty,nm1714765,Basudeb Chatterjee,nm5587128,The Middleman,tt0074710,1
6549,Gautam Chakraborty Bhaya Mukherjee,Gautam Chakraborty,nm1714765,Bhaya Mukherjee,nm5587179,The Middleman,tt0074710,1
6550,Gautam Chakraborty Bijon Chakraborty,Gautam Chakraborty,nm1714765,Bijon Chakraborty,nm5587455,The Middleman,tt0074710,1
6551,Gautam Chakraborty Bimal Chatterjee,Gautam Chakraborty,nm1714765,Bimal Chatterjee,nm0154115,The Middleman,tt0074710,1
6552,Gautam Chakraborty Bimal Deb,Gautam Chakraborty,nm1714765,Bimal Deb,nm1045149,The Middleman,tt0074710,1
6553,Gautam Chakraborty Dipak Roy Chowdhury,Gautam Chakraborty,nm1714765,Dipak Roy Chowdhury,nm4892830,The Middleman,tt0074710,1
6554,Gautam Chakraborty Dipankar Dey,Gautam Chakraborty,nm1714765,Dipankar Dey,nm0212541,The Middleman,tt0074710,1
6555,Gautam Chakraborty Gaurishankar Chowdhury,Gautam Chakraborty,nm1714765,Gaurishankar Chowdhury,nm5587117,The Middleman,tt0074710,1
6556,Gautam Chakraborty Gautam Chakraborty,Gautam Chakraborty,nm1714765,Gautam Chakraborty,nm1714765,The Middleman,tt0074710,1
6557,Gautam Chakraborty Gita Basu,Gautam Chakraborty,nm1714765,Gita Basu,nm5587553,The Middleman,tt0074710,1
6558,Gautam Chakraborty Jatish Bhora,Gautam Chakraborty,nm1714765,Jatish Bhora,nm5587485,The Middleman,tt0074710,1
6559,Gautam Chakraborty Jayanta Chowdhury,Gautam Chakraborty,nm1714765,Jayanta Chowdhury,nm5587293,The Middleman,tt0074710,1
6560,Gautam Chakraborty Kalyan Chatterjee,Gautam Chakraborty,nm1714765,Kalyan Chatterjee,nm0159537,The Middleman,tt0074710,1
6561,Gautam Chakraborty Kalyan Sen,Gautam Chakraborty,nm1714765,Kalyan Sen,nm4474657,The Middleman,tt0074710,1
6562,Gautam Chakraborty Kartik Chatterjee,Gautam Chakraborty,nm1714765,Kartik Chatterjee,nm0154135,The Middleman,tt0074710,1
6563,Gautam Chakraborty Khagen Pathak,Gautam Chakraborty,nm1714765,Khagen Pathak,nm0665546,The Middleman,tt0074710,1
6564,Gautam Chakraborty Krishna Banerjee,Gautam Chakraborty,nm1714765,Krishna Banerjee,nm5587504,The Middleman,tt0074710,1
6565,Gautam Chakraborty Lily Chakravarty,Gautam Chakraborty,nm1714765,Lily Chakravarty,nm0149846,The Middleman,tt0074710,1
6566,Gautam Chakraborty M.N. Poddar,Gautam Chakraborty,nm1714765,M.N. Poddar,nm5587026,The Middleman,tt0074710,1
6567,Gautam Chakraborty Madhu Saha,Gautam Chakraborty,nm1714765,Madhu Saha,nm5587013,The Middleman,tt0074710,1
6568,Gautam Chakraborty Mani Srimani,Gautam Chakraborty,nm1714765,Mani Srimani,nm0820248,The Middleman,tt0074710,1
6569,Gautam Chakraborty P.C. Mukherjee,Gautam Chakraborty,nm1714765,P.C. Mukherjee,nm5586945,The Middleman,tt0074710,1
6570,Gautam Chakraborty P.L. Sanganaria,Gautam Chakraborty,nm1714765,P.L. Sanganaria,nm5587111,The Middleman,tt0074710,1
6571,Gautam Chakraborty Padmadevi,Gautam Chakraborty,nm1714765,Padmadevi,nm0222471,The Middleman,tt0074710,1
6572,Gautam Chakraborty Patrick Jackson,Gautam Chakraborty,nm1714765,Patrick Jackson,nm5587419,The Middleman,tt0074710,1
6573,Gautam Chakraborty Pradip Mukherjee,Gautam Chakraborty,nm1714765,Pradip Mukherjee,nm0611544,The Middleman,tt0074710,1
6574,Gautam Chakraborty Pradip Neogi,Gautam Chakraborty,nm1714765,Pradip Neogi,nm4821964,The Middleman,tt0074710,1
6575,Gautam Chakraborty Prashanta Das,Gautam Chakraborty,nm1714765,Prashanta Das,nm5586957,The Middleman,tt0074710,1
6576,Gautam Chakraborty Rabi Ghosh,Gautam Chakraborty,nm1714765,Rabi Ghosh,nm0315917,The Middleman,tt0074710,1
6577,Gautam Chakraborty Rafiq Ahmed,Gautam Chakraborty,nm1714765,Rafiq Ahmed,nm5587456,The Middleman,tt0074710,1
6578,Gautam Chakraborty Rajen Brijnath,Gautam Chakraborty,nm1714765,Rajen Brijnath,nm5587104,The Middleman,tt0074710,1
6579,Gautam Chakraborty S. Bagchi,Gautam Chakraborty,nm1714765,S. Bagchi,nm5587322,The Middleman,tt0074710,1
6580,Gautam Chakraborty Sachin Banerjee,Gautam Chakraborty,nm1714765,Sachin Banerjee,nm5587249,The Middleman,tt0074710,1
6581,Gautam Chakraborty Sachin Bhattacharya,Gautam Chakraborty,nm1714765,Sachin Bhattacharya,nm5587009,The Middleman,tt0074710,1
6582,Gautam Chakraborty Samaresh Banerjee,Gautam Chakraborty,nm1714765,Samaresh Banerjee,nm4462919,The Middleman,tt0074710,1
6583,Gautam Chakraborty Samir Lahiri,Gautam Chakraborty,nm1714765,Samir Lahiri,nm5566545,The Middleman,tt0074710,1
6584,Gautam Chakraborty Samir Roy,Gautam Chakraborty,nm1714765,Samir Roy,nm5587350,The Middleman,tt0074710,1
6585,Gautam Chakraborty Santosh Dutta,Gautam Chakraborty,nm1714765,Santosh Dutta,nm0244904,The Middleman,tt0074710,1
6586,Gautam Chakraborty Satish Ghosh,Gautam Chakraborty,nm1714765,Satish Ghosh,nm5587224,The Middleman,tt0074710,1
6587,Gautam Chakraborty Satya Bannerjee,Gautam Chakraborty,nm1714765,Satya Bannerjee,nm0051810,The Middleman,tt0074710,1
6588,Gautam Chakraborty Sonia Wales,Gautam Chakraborty,nm1714765,Sonia Wales,nm5587447,The Middleman,tt0074710,1
6589,Gautam Chakraborty Soven Lahiri,Gautam Chakraborty,nm1714765,Soven Lahiri,nm0481574,The Middleman,tt0074710,1
6590,Gautam Chakraborty Subrata Dutta,Gautam Chakraborty,nm1714765,Subrata Dutta,nm5587387,The Middleman,tt0074710,1
6591,Gautam Chakraborty Sudeshna,Gautam Chakraborty,nm1714765,Sudeshna,nm0837185,The Middleman,tt0074710,1
6592,Gautam Chakraborty Sudip Banerjee,Gautam Chakraborty,nm1714765,Sudip Banerjee,nm5586978,The Middleman,tt0074710,1
6593,Gautam Chakraborty Sumitra Chakraborty,Gautam Chakraborty,nm1714765,Sumitra Chakraborty,nm5353457,The Middleman,tt0074710,1
6594,Gautam Chakraborty Tapas Sengupta,Gautam Chakraborty,nm1714765,Tapas Sengupta,nm5587265,The Middleman,tt0074710,1
6595,Gautam Chakraborty Umanath Bhattacharya,Gautam Chakraborty,nm1714765,Umanath Bhattacharya,nm0080369,The Middleman,tt0074710,1
6596,Gautam Chakraborty Utpal Dutt,Gautam Chakraborty,nm1714765,Utpal Dutt,nm0244884,The Middleman,tt0074710,1
6597,Gautam Chakraborty Uttamram Nagar,Gautam Chakraborty,nm1714765,Uttamram Nagar,nm1840054,The Middleman,tt0074710,1
6598,Gita Basu Ajit Banerjee,Gita Basu,nm5587553,Ajit Banerjee,nm0051830,The Middleman,tt0074710,1
6599,Gita Basu Ajit Mukherjee,Gita Basu,nm5587553,Ajit Mukherjee,nm5587566,The Middleman,tt0074710,1
6600,Gita Basu Alokendu Dey,Gita Basu,nm5587553,Alokendu Dey,nm4825642,The Middleman,tt0074710,1
6601,Gita Basu Anup Chakraborty,Gita Basu,nm5587553,Anup Chakraborty,nm5587652,The Middleman,tt0074710,1
6602,Gita Basu Arati Bhattacharya,Gita Basu,nm5587553,Arati Bhattacharya,nm0080341,The Middleman,tt0074710,1
6603,Gita Basu Banibrata Poddar,Gita Basu,nm5587553,Banibrata Poddar,nm5587097,The Middleman,tt0074710,1
6604,Gita Basu Barin Mukherjee,Gita Basu,nm5587553,Barin Mukherjee,nm5587274,The Middleman,tt0074710,1
6605,Gita Basu Basudeb Chatterjee,Gita Basu,nm5587553,Basudeb Chatterjee,nm5587128,The Middleman,tt0074710,1
6606,Gita Basu Bhaya Mukherjee,Gita Basu,nm5587553,Bhaya Mukherjee,nm5587179,The Middleman,tt0074710,1
6607,Gita Basu Bijon Chakraborty,Gita Basu,nm5587553,Bijon Chakraborty,nm5587455,The Middleman,tt0074710,1
6608,Gita Basu Bimal Chatterjee,Gita Basu,nm5587553,Bimal Chatterjee,nm0154115,The Middleman,tt0074710,1
6609,Gita Basu Bimal Deb,Gita Basu,nm5587553,Bimal Deb,nm1045149,The Middleman,tt0074710,1
6610,Gita Basu Dipak Roy Chowdhury,Gita Basu,nm5587553,Dipak Roy Chowdhury,nm4892830,The Middleman,tt0074710,1
6611,Gita Basu Dipankar Dey,Gita Basu,nm5587553,Dipankar Dey,nm0212541,The Middleman,tt0074710,1
6612,Gita Basu Gaurishankar Chowdhury,Gita Basu,nm5587553,Gaurishankar Chowdhury,nm5587117,The Middleman,tt0074710,1
6613,Gita Basu Gautam Chakraborty,Gita Basu,nm5587553,Gautam Chakraborty,nm1714765,The Middleman,tt0074710,1
6614,Gita Basu Gita Basu,Gita Basu,nm5587553,Gita Basu,nm5587553,The Middleman,tt0074710,1
6615,Gita Basu Jatish Bhora,Gita Basu,nm5587553,Jatish Bhora,nm5587485,The Middleman,tt0074710,1
6616,Gita Basu Jayanta Chowdhury,Gita Basu,nm5587553,Jayanta Chowdhury,nm5587293,The Middleman,tt0074710,1
6617,Gita Basu Kalyan Chatterjee,Gita Basu,nm5587553,Kalyan Chatterjee,nm0159537,The Middleman,tt0074710,1
6618,Gita Basu Kalyan Sen,Gita Basu,nm5587553,Kalyan Sen,nm4474657,The Middleman,tt0074710,1
6619,Gita Basu Kartik Chatterjee,Gita Basu,nm5587553,Kartik Chatterjee,nm0154135,The Middleman,tt0074710,1
6620,Gita Basu Khagen Pathak,Gita Basu,nm5587553,Khagen Pathak,nm0665546,The Middleman,tt0074710,1
6621,Gita Basu Krishna Banerjee,Gita Basu,nm5587553,Krishna Banerjee,nm5587504,The Middleman,tt0074710,1
6622,Gita Basu Lily Chakravarty,Gita Basu,nm5587553,Lily Chakravarty,nm0149846,The Middleman,tt0074710,1
6623,Gita Basu M.N. Poddar,Gita Basu,nm5587553,M.N. Poddar,nm5587026,The Middleman,tt0074710,1
6624,Gita Basu Madhu Saha,Gita Basu,nm5587553,Madhu Saha,nm5587013,The Middleman,tt0074710,1
6625,Gita Basu Mani Srimani,Gita Basu,nm5587553,Mani Srimani,nm0820248,The Middleman,tt0074710,1
6626,Gita Basu P.C. Mukherjee,Gita Basu,nm5587553,P.C. Mukherjee,nm5586945,The Middleman,tt0074710,1
6627,Gita Basu P.L. Sanganaria,Gita Basu,nm5587553,P.L. Sanganaria,nm5587111,The Middleman,tt0074710,1
6628,Gita Basu Padmadevi,Gita Basu,nm5587553,Padmadevi,nm0222471,The Middleman,tt0074710,1
6629,Gita Basu Patrick Jackson,Gita Basu,nm5587553,Patrick Jackson,nm5587419,The Middleman,tt0074710,1
6630,Gita Basu Pradip Mukherjee,Gita Basu,nm5587553,Pradip Mukherjee,nm0611544,The Middleman,tt0074710,1
6631,Gita Basu Pradip Neogi,Gita Basu,nm5587553,Pradip Neogi,nm4821964,The Middleman,tt0074710,1
6632,Gita Basu Prashanta Das,Gita Basu,nm5587553,Prashanta Das,nm5586957,The Middleman,tt0074710,1
6633,Gita Basu Rabi Ghosh,Gita Basu,nm5587553,Rabi Ghosh,nm0315917,The Middleman,tt0074710,1
6634,Gita Basu Rafiq Ahmed,Gita Basu,nm5587553,Rafiq Ahmed,nm5587456,The Middleman,tt0074710,1
6635,Gita Basu Rajen Brijnath,Gita Basu,nm5587553,Rajen Brijnath,nm5587104,The Middleman,tt0074710,1
6636,Gita Basu S. Bagchi,Gita Basu,nm5587553,S. Bagchi,nm5587322,The Middleman,tt0074710,1
6637,Gita Basu Sachin Banerjee,Gita Basu,nm5587553,Sachin Banerjee,nm5587249,The Middleman,tt0074710,1
6638,Gita Basu Sachin Bhattacharya,Gita Basu,nm5587553,Sachin Bhattacharya,nm5587009,The Middleman,tt0074710,1
6639,Gita Basu Samaresh Banerjee,Gita Basu,nm5587553,Samaresh Banerjee,nm4462919,The Middleman,tt0074710,1
6640,Gita Basu Samir Lahiri,Gita Basu,nm5587553,Samir Lahiri,nm5566545,The Middleman,tt0074710,1
6641,Gita Basu Samir Roy,Gita Basu,nm5587553,Samir Roy,nm5587350,The Middleman,tt0074710,1
6642,Gita Basu Santosh Dutta,Gita Basu,nm5587553,Santosh Dutta,nm0244904,The Middleman,tt0074710,1
6643,Gita Basu Satish Ghosh,Gita Basu,nm5587553,Satish Ghosh,nm5587224,The Middleman,tt0074710,1
6644,Gita Basu Satya Bannerjee,Gita Basu,nm5587553,Satya Bannerjee,nm0051810,The Middleman,tt0074710,1
6645,Gita Basu Sonia Wales,Gita Basu,nm5587553,Sonia Wales,nm5587447,The Middleman,tt0074710,1
6646,Gita Basu Soven Lahiri,Gita Basu,nm5587553,Soven Lahiri,nm0481574,The Middleman,tt0074710,1
6647,Gita Basu Subrata Dutta,Gita Basu,nm5587553,Subrata Dutta,nm5587387,The Middleman,tt0074710,1
6648,Gita Basu Sudeshna,Gita Basu,nm5587553,Sudeshna,nm0837185,The Middleman,tt0074710,1
6649,Gita Basu Sudip Banerjee,Gita Basu,nm5587553,Sudip Banerjee,nm5586978,The Middleman,tt0074710,1
6650,Gita Basu Sumitra Chakraborty,Gita Basu,nm5587553,Sumitra Chakraborty,nm5353457,The Middleman,tt0074710,1
6651,Gita Basu Tapas Sengupta,Gita Basu,nm5587553,Tapas Sengupta,nm5587265,The Middleman,tt0074710,1
6652,Gita Basu Umanath Bhattacharya,Gita Basu,nm5587553,Umanath Bhattacharya,nm0080369,The Middleman,tt0074710,1
6653,Gita Basu Utpal Dutt,Gita Basu,nm5587553,Utpal Dutt,nm0244884,The Middleman,tt0074710,1
6654,Gita Basu Uttamram Nagar,Gita Basu,nm5587553,Uttamram Nagar,nm1840054,The Middleman,tt0074710,1
6655,Gita Dey Anil Chatterjee,Gita Dey,nm0212542,Anil Chatterjee,nm0154110,Teen Kanya,tt0055508,1
6656,Gita Dey Arundhati Roy,Gita Dey,nm0212542,Arundhati Roy,nm5574011,Teen Kanya,tt0055508,1
6657,Gita Dey Batakrishna Nandan,Gita Dey,nm0212542,Batakrishna Nandan,nm5574056,Teen Kanya,tt0055508,1
6658,Gita Dey Belarani Devi,Gita Dey,nm0212542,Belarani Devi,nm0067570,Teen Kanya,tt0055508,1
6659,Gita Dey Chandana Banerjee,Gita Dey,nm0212542,Chandana Banerjee,nm0051832,Teen Kanya,tt0055508,1
6660,Gita Dey Devi Neogy,Gita Dey,nm0212542,Devi Neogy,nm0626099,Teen Kanya,tt0055508,1
6661,Gita Dey Gita Dey,Gita Dey,nm0212542,Gita Dey,nm0212542,Teen Kanya,tt0055508,1
6662,Gita Dey Gopal Sen,Gita Dey,nm0212542,Gopal Sen,nm5574053,Teen Kanya,tt0055508,1
6663,Gita Dey Govinda Chakravarti,Gita Dey,nm0212542,Govinda Chakravarti,nm0149838,Teen Kanya,tt0055508,1
6664,Gita Dey Haricharan Nag,Gita Dey,nm0212542,Haricharan Nag,nm5573968,Teen Kanya,tt0055508,1
6665,Gita Dey Haridhan Nag,Gita Dey,nm0212542,Haridhan Nag,nm5570266,Teen Kanya,tt0055508,1
6666,Gita Dey Kali Bannerjee,Gita Dey,nm0212542,Kali Bannerjee,nm0052332,Teen Kanya,tt0055508,1
6667,Gita Dey Kanika Majumdar,Gita Dey,nm0212542,Kanika Majumdar,nm0538293,Teen Kanya,tt0055508,1
6668,Gita Dey Khagen Pathak,Gita Dey,nm0212542,Khagen Pathak,nm0665546,Teen Kanya,tt0055508,1
6669,Gita Dey Khana Roy Chowdhury,Gita Dey,nm0212542,Khana Roy Chowdhury,nm5574021,Teen Kanya,tt0055508,1
6670,Gita Dey Krishnakamal Bhattacharya,Gita Dey,nm0212542,Krishnakamal Bhattacharya,nm5574063,Teen Kanya,tt0055508,1
6671,Gita Dey Kumar Roy,Gita Dey,nm0212542,Kumar Roy,nm0747092,Teen Kanya,tt0055508,1
6672,Gita Dey Mihir Chakravarti,Gita Dey,nm0212542,Mihir Chakravarti,nm0149843,Teen Kanya,tt0055508,1
6673,Gita Dey Narayan Ghosh,Gita Dey,nm0212542,Narayan Ghosh,nm5574054,Teen Kanya,tt0055508,1
6674,Gita Dey Nripati Chatterjee,Gita Dey,nm0212542,Nripati Chatterjee,nm0154142,Teen Kanya,tt0055508,1
6675,Gita Dey Santosh Dutta,Gita Dey,nm0212542,Santosh Dutta,nm0244904,Teen Kanya,tt0055508,1
