,source_target,year_x,source,sourceID,target,targetID,movie,year_y,connections_y
1043,Noni Ganguly Shailen Ganguli,1980,Noni Ganguly,nm0304363,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,1980,1
1044,Noni Ganguly Sunil Sarkar,3953,Noni Ganguly,nm0304363,Sunil Sarkar,nm0765281,Distant Thunder,1973,1
1045,Noni Ganguly Sunil Sarkar,3953,Noni Ganguly,nm0304363,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,1980,1
1046,Noni Ganguly Tapan Chatterjee,1980,Noni Ganguly,nm0304363,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,1980,1
1047,Noni Ganguly Tarun Mitra,1980,Noni Ganguly,nm0304363,Tarun Mitra,nm0593973,Heerak Rajar Deshe,1980,1
1048,Noni Ganguly Utpal Dutt,1980,Noni Ganguly,nm0304363,Utpal Dutt,nm0244884,Heerak Rajar Deshe,1980,1
1049,Nripati Chatterjee Abani Mukherjee,1969,Nripati Chatterjee,nm0154142,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,1969,1
1050,Nripati Chatterjee Ajoy Banerjee,1969,Nripati Chatterjee,nm0154142,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,1969,1
1051,Nripati Chatterjee Anil Chatterjee,1961,Nripati Chatterjee,nm0154142,Anil Chatterjee,nm0154110,Teen Kanya,1961,1
1052,Nripati Chatterjee Aparna Sen,1961,Nripati Chatterjee,nm0154142,Aparna Sen,nm0031967,Teen Kanya,1961,1
1053,Nripati Chatterjee Ashok Mitra,1969,Nripati Chatterjee,nm0154142,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,1969,1
1054,Nripati Chatterjee Gitali Roy,1967,Nripati Chatterjee,nm0154142,Gitali Roy,nm0747030,The Zoo,1967,1
1055,Nripati Chatterjee Gopal Dey,1969,Nripati Chatterjee,nm0154142,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,1969,1
1056,Nripati Chatterjee Govinda Chakravarti,3930,Nripati Chatterjee,nm0154142,Govinda Chakravarti,nm0149838,Teen Kanya,1961,1
1057,Nripati Chatterjee Govinda Chakravarti,3930,Nripati Chatterjee,nm0154142,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,1969,1
1058,Nripati Chatterjee Haridhan Mukherjee,1969,Nripati Chatterjee,nm0154142,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,1969,1
1059,Nripati Chatterjee Haridhan Nag,1961,Nripati Chatterjee,nm0154142,Haridhan Nag,nm5570266,Teen Kanya,1961,1
1060,Nripati Chatterjee Harindranath Chattopadhyay,1969,Nripati Chatterjee,nm0154142,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,1969,1
1061,Nripati Chatterjee Kali Bannerjee,1961,Nripati Chatterjee,nm0154142,Kali Bannerjee,nm0052332,Teen Kanya,1961,1
1062,Nripati Chatterjee Kartik Chatterjee,1969,Nripati Chatterjee,nm0154142,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,1969,1
1063,Nripati Chatterjee Khagen Pathak,3930,Nripati Chatterjee,nm0154142,Khagen Pathak,nm0665546,Teen Kanya,1961,1
1064,Nripati Chatterjee Khagen Pathak,3930,Nripati Chatterjee,nm0154142,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,1969,1
1065,Nripati Chatterjee Mani Srimani,1969,Nripati Chatterjee,nm0154142,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,1969,1
1066,Nripati Chatterjee Nripati Chatterjee,5897,Nripati Chatterjee,nm0154142,Nripati Chatterjee,nm0154142,Teen Kanya,1961,1
1067,Nripati Chatterjee Nripati Chatterjee,5897,Nripati Chatterjee,nm0154142,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,1969,1
1068,Nripati Chatterjee Nripati Chatterjee,5897,Nripati Chatterjee,nm0154142,Nripati Chatterjee,nm0154142,The Zoo,1967,1
1069,Nripati Chatterjee Prasad Mukherjee,3936,Nripati Chatterjee,nm0154142,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,1969,1
1070,Nripati Chatterjee Prasad Mukherjee,3936,Nripati Chatterjee,nm0154142,Prasad Mukherjee,nm0611546,The Zoo,1967,1
1071,Nripati Chatterjee Rabi Ghosh,1969,Nripati Chatterjee,nm0154142,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,1969,1
1072,Nripati Chatterjee Rajkumar Lahiri,1969,Nripati Chatterjee,nm0154142,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,1969,1
1073,Nripati Chatterjee Santi Chatterjee,1969,Nripati Chatterjee,nm0154142,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,1969,1
1074,Nripati Chatterjee Santosh Dutta,3930,Nripati Chatterjee,nm0154142,Santosh Dutta,nm0244904,Teen Kanya,1961,1
1075,Nripati Chatterjee Santosh Dutta,3930,Nripati Chatterjee,nm0154142,Santosh Dutta,nm0244904,The Adventures of Goopy and Bagha,1969,1
1076,Nripati Chatterjee Shailen Ganguli,3936,Nripati Chatterjee,nm0154142,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,1969,1
1077,Nripati Chatterjee Shailen Ganguli,3936,Nripati Chatterjee,nm0154142,Shailen Ganguli,nm0304352,The Zoo,1967,1
1078,Nripati Chatterjee Shailen Mukherjee,1967,Nripati Chatterjee,nm0154142,Shailen Mukherjee,nm0611561,The Zoo,1967,1
1079,Nripati Chatterjee Shyamal Ghoshal,1967,Nripati Chatterjee,nm0154142,Shyamal Ghoshal,nm0315929,The Zoo,1967,1
1080,Nripati Chatterjee Subhendu Chatterjee,1967,Nripati Chatterjee,nm0154142,Subhendu Chatterjee,nm0154166,The Zoo,1967,1
1081,Nripati Chatterjee Tapan Chatterjee,1969,Nripati Chatterjee,nm0154142,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,1969,1
1082,Nripati Chatterjee Tarun Mitra,1969,Nripati Chatterjee,nm0154142,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,1969,1
1083,Padmadevi Ajit Banerjee,1975,Padmadevi,nm0222471,Ajit Banerjee,nm0051830,The Middleman,1975,1
1084,Padmadevi Aparna Sen,1975,Padmadevi,nm0222471,Aparna Sen,nm0031967,The Middleman,1975,1
1085,Padmadevi Bimal Chatterjee,1975,Padmadevi,nm0222471,Bimal Chatterjee,nm0154115,The Middleman,1975,1
1086,Padmadevi Bireswar Sen,1958,Padmadevi,nm0222471,Bireswar Sen,nm0784001,Paras-Pathar,1958,1
1087,Padmadevi Chhabi Biswas,1958,Padmadevi,nm0222471,Chhabi Biswas,nm0084435,Paras-Pathar,1958,1
1088,Padmadevi Dipankar Dey,1975,Padmadevi,nm0222471,Dipankar Dey,nm0212541,The Middleman,1975,1
1089,Padmadevi Haridhan Mukherjee,1958,Padmadevi,nm0222471,Haridhan Mukherjee,nm0154128,Paras-Pathar,1958,1
1090,Padmadevi Kali Bannerjee,1958,Padmadevi,nm0222471,Kali Bannerjee,nm0052332,Paras-Pathar,1958,1
1091,Padmadevi Kalyan Sen,1975,Padmadevi,nm0222471,Kalyan Sen,nm4474657,The Middleman,1975,1
1092,Padmadevi Kartik Chatterjee,1975,Padmadevi,nm0222471,Kartik Chatterjee,nm0154135,The Middleman,1975,1
1093,Padmadevi Khagen Pathak,1975,Padmadevi,nm0222471,Khagen Pathak,nm0665546,The Middleman,1975,1
1094,Padmadevi Mani Srimani,3933,Padmadevi,nm0222471,Mani Srimani,nm0820248,The Middleman,1975,1
1095,Padmadevi Mani Srimani,3933,Padmadevi,nm0222471,Mani Srimani,nm0820248,Paras-Pathar,1958,1
1096,Padmadevi Padmadevi,5891,Padmadevi,nm0222471,Padmadevi,nm0222471,The Middleman,1975,1
1097,Padmadevi Padmadevi,5891,Padmadevi,nm0222471,Padmadevi,nm0222471,Paras-Pathar,1958,1
1098,Padmadevi Padmadevi,5891,Padmadevi,nm0222471,Padmadevi,nm0222471,The Music Room,1958,1
1099,Padmadevi Pahadi Sanyal,1958,Padmadevi,nm0222471,Pahadi Sanyal,nm0764406,Paras-Pathar,1958,1
1100,Padmadevi Rabi Ghosh,1975,Padmadevi,nm0222471,Rabi Ghosh,nm0315917,The Middleman,1975,1
1101,Padmadevi Satya Banerjee,1975,Padmadevi,nm0222471,Satya Banerjee,nm0051810,The Middleman,1975,1
1102,Padmadevi Soven Lahiri,1975,Padmadevi,nm0222471,Soven Lahiri,nm0481574,The Middleman,1975,1
1103,Padmadevi Utpal Dutt,1975,Padmadevi,nm0222471,Utpal Dutt,nm0244884,The Middleman,1975,1
1104,Padmadevi Uttamram Nagar,1975,Padmadevi,nm0222471,Uttamram Nagar,nm1840054,The Middleman,1975,1
1105,Pahadi Sanyal Anil Chatterjee,1962,Pahadi Sanyal,nm0764406,Anil Chatterjee,nm0154110,Kanchenjungha,1962,1
1106,Pahadi Sanyal Aparna Sen,1970,Pahadi Sanyal,nm0764406,Aparna Sen,nm0031967,Days and Nights in the Forest,1970,1
1107,Pahadi Sanyal Bireswar Sen,1958,Pahadi Sanyal,nm0764406,Bireswar Sen,nm0784001,Paras-Pathar,1958,1
1108,Pahadi Sanyal Chhabi Biswas,3920,Pahadi Sanyal,nm0764406,Chhabi Biswas,nm0084435,Paras-Pathar,1958,1
1109,Pahadi Sanyal Chhabi Biswas,3920,Pahadi Sanyal,nm0764406,Chhabi Biswas,nm0084435,Kanchenjungha,1962,1
1110,Pahadi Sanyal Dibyendu Chatterjee,1970,Pahadi Sanyal,nm0764406,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,1970,1
1111,Pahadi Sanyal Haridhan Mukherjee,1958,Pahadi Sanyal,nm0764406,Haridhan Mukherjee,nm0154128,Paras-Pathar,1958,1
1112,Pahadi Sanyal Kali Bannerjee,1958,Pahadi Sanyal,nm0764406,Kali Bannerjee,nm0052332,Paras-Pathar,1958,1
1113,Pahadi Sanyal Karuna Bannerjee,1962,Pahadi Sanyal,nm0764406,Karuna Bannerjee,nm0052334,Kanchenjungha,1962,1
1114,Pahadi Sanyal Mani Srimani,1958,Pahadi Sanyal,nm0764406,Mani Srimani,nm0820248,Paras-Pathar,1958,1
1115,Pahadi Sanyal Padmadevi,1958,Pahadi Sanyal,nm0764406,Padmadevi,nm0222471,Paras-Pathar,1958,1
1116,Pahadi Sanyal Pahadi Sanyal,5890,Pahadi Sanyal,nm0764406,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,1970,1
1117,Pahadi Sanyal Pahadi Sanyal,5890,Pahadi Sanyal,nm0764406,Pahadi Sanyal,nm0764406,Paras-Pathar,1958,1
1118,Pahadi Sanyal Pahadi Sanyal,5890,Pahadi Sanyal,nm0764406,Pahadi Sanyal,nm0764406,Kanchenjungha,1962,1
1119,Pahadi Sanyal Rabi Ghosh,1970,Pahadi Sanyal,nm0764406,Rabi Ghosh,nm0315917,Days and Nights in the Forest,1970,1
1120,Pahadi Sanyal Sharmila Tagore,1970,Pahadi Sanyal,nm0764406,Sharmila Tagore,nm0846616,Days and Nights in the Forest,1970,1
1121,Pahadi Sanyal Subhendu Chatterjee,1970,Pahadi Sanyal,nm0764406,Subhendu Chatterjee,nm0154166,Days and Nights in the Forest,1970,1
1122,Pahadi Sanyal Subrata Sensharma,1962,Pahadi Sanyal,nm0764406,Subrata Sensharma,nm0784478,Kanchenjungha,1962,1
1123,Prasad Mukherjee Abani Mukherjee,1969,Prasad Mukherjee,nm0611546,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,1969,1
1124,Prasad Mukherjee Ajoy Banerjee,1969,Prasad Mukherjee,nm0611546,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,1969,1
1125,Prasad Mukherjee Ashok Mitra,1969,Prasad Mukherjee,nm0611546,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,1969,1
1126,Prasad Mukherjee Charuprakash Ghosh,1965,Prasad Mukherjee,nm0611546,Charuprakash Ghosh,nm0315882,The Holy Man,1965,1
1127,Prasad Mukherjee Gitali Roy,3932,Prasad Mukherjee,nm0611546,Gitali Roy,nm0747030,The Holy Man,1965,1
1128,Prasad Mukherjee Gitali Roy,3932,Prasad Mukherjee,nm0611546,Gitali Roy,nm0747030,The Zoo,1967,1
1129,Prasad Mukherjee Gopal Dey,1969,Prasad Mukherjee,nm0611546,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,1969,1
1130,Prasad Mukherjee Govinda Chakravarti,1969,Prasad Mukherjee,nm0611546,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,1969,1
1131,Prasad Mukherjee Haridhan Mukherjee,3934,Prasad Mukherjee,nm0611546,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,1969,1
1132,Prasad Mukherjee Haridhan Mukherjee,3934,Prasad Mukherjee,nm0611546,Haridhan Mukherjee,nm0154128,The Holy Man,1965,1
1133,Prasad Mukherjee Harindranath Chattopadhyay,1969,Prasad Mukherjee,nm0611546,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,1969,1
1134,Prasad Mukherjee Kartik Chatterjee,1969,Prasad Mukherjee,nm0611546,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,1969,1
1135,Prasad Mukherjee Khagen Pathak,1969,Prasad Mukherjee,nm0611546,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,1969,1
1136,Prasad Mukherjee Mani Srimani,3934,Prasad Mukherjee,nm0611546,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,1969,1
1137,Prasad Mukherjee Mani Srimani,3934,Prasad Mukherjee,nm0611546,Mani Srimani,nm0820248,The Holy Man,1965,1
1138,Prasad Mukherjee Nripati Chatterjee,3936,Prasad Mukherjee,nm0611546,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,1969,1
1139,Prasad Mukherjee Nripati Chatterjee,3936,Prasad Mukherjee,nm0611546,Nripati Chatterjee,nm0154142,The Zoo,1967,1
1140,Prasad Mukherjee Prasad Mukherjee,5901,Prasad Mukherjee,nm0611546,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,1969,1
1141,Prasad Mukherjee Prasad Mukherjee,5901,Prasad Mukherjee,nm0611546,Prasad Mukherjee,nm0611546,The Holy Man,1965,1
1142,Prasad Mukherjee Prasad Mukherjee,5901,Prasad Mukherjee,nm0611546,Prasad Mukherjee,nm0611546,The Zoo,1967,1
1143,Prasad Mukherjee Rabi Ghosh,3934,Prasad Mukherjee,nm0611546,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,1969,1
1144,Prasad Mukherjee Rabi Ghosh,3934,Prasad Mukherjee,nm0611546,Rabi Ghosh,nm0315917,The Holy Man,1965,1
1145,Prasad Mukherjee Rajkumar Lahiri,1969,Prasad Mukherjee,nm0611546,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,1969,1
1146,Prasad Mukherjee Santi Chatterjee,3934,Prasad Mukherjee,nm0611546,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,1969,1
1147,Prasad Mukherjee Santi Chatterjee,3934,Prasad Mukherjee,nm0611546,Santi Chatterjee,nm0154155,The Holy Man,1965,1
1148,Prasad Mukherjee Santosh Dutta,1969,Prasad Mukherjee,nm0611546,Santosh Dutta,nm0244904,The Adventures of Goopy and Bagha,1969,1
1149,Prasad Mukherjee Shailen Ganguli,5901,Prasad Mukherjee,nm0611546,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,1969,1
1150,Prasad Mukherjee Shailen Ganguli,5901,Prasad Mukherjee,nm0611546,Shailen Ganguli,nm0304352,The Holy Man,1965,1
1151,Prasad Mukherjee Shailen Ganguli,5901,Prasad Mukherjee,nm0611546,Shailen Ganguli,nm0304352,The Zoo,1967,1
1152,Prasad Mukherjee Shailen Mukherjee,1967,Prasad Mukherjee,nm0611546,Shailen Mukherjee,nm0611561,The Zoo,1967,1
1153,Prasad Mukherjee Shyamal Ghoshal,1967,Prasad Mukherjee,nm0611546,Shyamal Ghoshal,nm0315929,The Zoo,1967,1
1154,Prasad Mukherjee Subhendu Chatterjee,1967,Prasad Mukherjee,nm0611546,Subhendu Chatterjee,nm0154166,The Zoo,1967,1
1155,Prasad Mukherjee Tapan Chatterjee,1969,Prasad Mukherjee,nm0611546,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,1969,1
1156,Prasad Mukherjee Tarun Mitra,1969,Prasad Mukherjee,nm0611546,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,1969,1
1157,Promode Ganguly Ajit Banerjee,3981,Promode Ganguly,nm0304365,Ajit Banerjee,nm0051830,Branches of the Tree,1990,1
1158,Promode Ganguly Ajit Banerjee,3981,Promode Ganguly,nm0304365,Ajit Banerjee,nm0051830,The Stranger,1991,1
1159,Promode Ganguly Ajoy Banerjee,3951,Promode Ganguly,nm0304365,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,1980,1
1160,Promode Ganguly Ajoy Banerjee,3951,Promode Ganguly,nm0304365,Ajoy Banerjee,nm0051831,Company Limited,1971,1
1161,Promode Ganguly Bimal Chatterjee,1980,Promode Ganguly,nm0304365,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,1980,1
1162,Promode Ganguly Dhritiman Chatterjee,1991,Promode Ganguly,nm0304365,Dhritiman Chatterjee,nm0154122,The Stranger,1991,1
1163,Promode Ganguly Dipankar Dey,5952,Promode Ganguly,nm0304365,Dipankar Dey,nm0212541,Branches of the Tree,1990,1
1164,Promode Ganguly Dipankar Dey,5952,Promode Ganguly,nm0304365,Dipankar Dey,nm0212541,The Stranger,1991,1
1165,Promode Ganguly Dipankar Dey,5952,Promode Ganguly,nm0304365,Dipankar Dey,nm0212541,Company Limited,1971,1
1166,Promode Ganguly Gopal Dey,1980,Promode Ganguly,nm0304365,Gopal Dey,nm0223342,Heerak Rajar Deshe,1980,1
1167,Promode Ganguly Govinda Chakravarti,1980,Promode Ganguly,nm0304365,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,1980,1
1168,Promode Ganguly Haradhan Bannerjee,1990,Promode Ganguly,nm0304365,Haradhan Bannerjee,nm0052329,Branches of the Tree,1990,1
1169,Promode Ganguly Haridhan Mukherjee,1980,Promode Ganguly,nm0304365,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,1980,1
1170,Promode Ganguly Harindranath Chattopadhyay,1971,Promode Ganguly,nm0304365,Harindranath Chattopadhyay,nm0154129,Company Limited,1971,1
1171,Promode Ganguly Kalyan Sen,1971,Promode Ganguly,nm0304365,Kalyan Sen,nm4474657,Company Limited,1971,1
1172,Promode Ganguly Kamu Mukherjee,3970,Promode Ganguly,nm0304365,Kamu Mukherjee,nm0611536,Branches of the Tree,1990,1
1173,Promode Ganguly Kamu Mukherjee,3970,Promode Ganguly,nm0304365,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,1980,1
1174,Promode Ganguly Kartik Chatterjee,1980,Promode Ganguly,nm0304365,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,1980,1
1175,Promode Ganguly Mamata Shankar,3981,Promode Ganguly,nm0304365,Mamata Shankar,nm0788164,Branches of the Tree,1990,1
1176,Promode Ganguly Mamata Shankar,3981,Promode Ganguly,nm0304365,Mamata Shankar,nm0788164,The Stranger,1991,1
1177,Promode Ganguly Noni Ganguly,1980,Promode Ganguly,nm0304365,Noni Ganguly,nm0304363,Heerak Rajar Deshe,1980,1
1178,Promode Ganguly Promode Ganguly,7932,Promode Ganguly,nm0304365,Promode Ganguly,nm0304365,Branches of the Tree,1990,1
1179,Promode Ganguly Promode Ganguly,7932,Promode Ganguly,nm0304365,Promode Ganguly,nm0304365,Heerak Rajar Deshe,1980,1
1180,Promode Ganguly Promode Ganguly,7932,Promode Ganguly,nm0304365,Promode Ganguly,nm0304365,The Stranger,1991,1
1181,Promode Ganguly Promode Ganguly,7932,Promode Ganguly,nm0304365,Promode Ganguly,nm0304365,Company Limited,1971,1
1182,Promode Ganguly Rabi Ghosh,1980,Promode Ganguly,nm0304365,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,1980,1
1183,Promode Ganguly Rajkumar Lahiri,1980,Promode Ganguly,nm0304365,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,1980,1
1184,Promode Ganguly Santosh Dutta,1980,Promode Ganguly,nm0304365,Santosh Dutta,nm0244904,Heerak Rajar Deshe,1980,1
1185,Promode Ganguly Shailen Ganguli,1980,Promode Ganguly,nm0304365,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,1980,1
1186,Promode Ganguly Sharmila Tagore,1971,Promode Ganguly,nm0304365,Sharmila Tagore,nm0846616,Company Limited,1971,1
1187,Promode Ganguly Soven Lahiri,1990,Promode Ganguly,nm0304365,Soven Lahiri,nm0481574,Branches of the Tree,1990,1
1188,Promode Ganguly Sunil Sarkar,1980,Promode Ganguly,nm0304365,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,1980,1
1189,Promode Ganguly Tapan Chatterjee,1980,Promode Ganguly,nm0304365,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,1980,1
1190,Promode Ganguly Tarun Mitra,3970,Promode Ganguly,nm0304365,Tarun Mitra,nm0593973,Branches of the Tree,1990,1
1191,Promode Ganguly Tarun Mitra,3970,Promode Ganguly,nm0304365,Tarun Mitra,nm0593973,Heerak Rajar Deshe,1980,1
1192,Promode Ganguly Utpal Dutt,3971,Promode Ganguly,nm0304365,Utpal Dutt,nm0244884,Heerak Rajar Deshe,1980,1
1193,Promode Ganguly Utpal Dutt,3971,Promode Ganguly,nm0304365,Utpal Dutt,nm0244884,The Stranger,1991,1
1194,Rabi Ghosh Abani Mukherjee,3931,Rabi Ghosh,nm0315917,Abani Mukherjee,nm0611505,Abhijaan,1962,1
1195,Rabi Ghosh Abani Mukherjee,3931,Rabi Ghosh,nm0315917,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,1969,1
1196,Rabi Ghosh Ajit Banerjee,5928,Rabi Ghosh,nm0315917,Ajit Banerjee,nm0051830,Abhijaan,1962,1
1197,Rabi Ghosh Ajit Banerjee,5928,Rabi Ghosh,nm0315917,Ajit Banerjee,nm0051830,The Middleman,1975,1
1198,Rabi Ghosh Ajit Banerjee,5928,Rabi Ghosh,nm0315917,Ajit Banerjee,nm0051830,The Stranger,1991,1
1199,Rabi Ghosh Ajoy Banerjee,3949,Rabi Ghosh,nm0315917,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,1980,1
1200,Rabi Ghosh Ajoy Banerjee,3949,Rabi Ghosh,nm0315917,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,1969,1
1201,Rabi Ghosh Aparna Sen,3945,Rabi Ghosh,nm0315917,Aparna Sen,nm0031967,Days and Nights in the Forest,1970,1
1202,Rabi Ghosh Aparna Sen,3945,Rabi Ghosh,nm0315917,Aparna Sen,nm0031967,The Middleman,1975,1
1203,Rabi Ghosh Ashok Mitra,1969,Rabi Ghosh,nm0315917,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,1969,1
1204,Rabi Ghosh Bimal Chatterjee,3955,Rabi Ghosh,nm0315917,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,1980,1
1205,Rabi Ghosh Bimal Chatterjee,3955,Rabi Ghosh,nm0315917,Bimal Chatterjee,nm0154115,The Middleman,1975,1
1206,Rabi Ghosh Bireswar Sen,1962,Rabi Ghosh,nm0315917,Bireswar Sen,nm0784001,Abhijaan,1962,1
1207,Rabi Ghosh Charuprakash Ghosh,3927,Rabi Ghosh,nm0315917,Charuprakash Ghosh,nm0315882,Abhijaan,1962,1
1208,Rabi Ghosh Charuprakash Ghosh,3927,Rabi Ghosh,nm0315917,Charuprakash Ghosh,nm0315882,The Holy Man,1965,1
1209,Rabi Ghosh Dhritiman Chatterjee,1991,Rabi Ghosh,nm0315917,Dhritiman Chatterjee,nm0154122,The Stranger,1991,1
1210,Rabi Ghosh Dibyendu Chatterjee,1970,Rabi Ghosh,nm0315917,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,1970,1
1211,Rabi Ghosh Dipankar Dey,3966,Rabi Ghosh,nm0315917,Dipankar Dey,nm0212541,The Middleman,1975,1
1212,Rabi Ghosh Dipankar Dey,3966,Rabi Ghosh,nm0315917,Dipankar Dey,nm0212541,The Stranger,1991,1
1213,Rabi Ghosh Gitali Roy,1965,Rabi Ghosh,nm0315917,Gitali Roy,nm0747030,The Holy Man,1965,1
1214,Rabi Ghosh Gopal Dey,3949,Rabi Ghosh,nm0315917,Gopal Dey,nm0223342,Heerak Rajar Deshe,1980,1
1215,Rabi Ghosh Gopal Dey,3949,Rabi Ghosh,nm0315917,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,1969,1
1216,Rabi Ghosh Govinda Chakravarti,3949,Rabi Ghosh,nm0315917,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,1980,1
1217,Rabi Ghosh Govinda Chakravarti,3949,Rabi Ghosh,nm0315917,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,1969,1
1218,Rabi Ghosh Haridhan Mukherjee,5914,Rabi Ghosh,nm0315917,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,1980,1
1219,Rabi Ghosh Haridhan Mukherjee,5914,Rabi Ghosh,nm0315917,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,1969,1
1220,Rabi Ghosh Haridhan Mukherjee,5914,Rabi Ghosh,nm0315917,Haridhan Mukherjee,nm0154128,The Holy Man,1965,1
1221,Rabi Ghosh Haridhan Nag,1962,Rabi Ghosh,nm0315917,Haridhan Nag,nm5570266,Abhijaan,1962,1
1222,Rabi Ghosh Harindranath Chattopadhyay,1969,Rabi Ghosh,nm0315917,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,1969,1
1223,Rabi Ghosh Kalyan Sen,1975,Rabi Ghosh,nm0315917,Kalyan Sen,nm4474657,The Middleman,1975,1
1224,Rabi Ghosh Kamu Mukherjee,1980,Rabi Ghosh,nm0315917,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,1980,1
1225,Rabi Ghosh Kartik Chatterjee,5924,Rabi Ghosh,nm0315917,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,1980,1
1226,Rabi Ghosh Kartik Chatterjee,5924,Rabi Ghosh,nm0315917,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,1969,1
1227,Rabi Ghosh Kartik Chatterjee,5924,Rabi Ghosh,nm0315917,Kartik Chatterjee,nm0154135,The Middleman,1975,1
1228,Rabi Ghosh Khagen Pathak,3944,Rabi Ghosh,nm0315917,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,1969,1
1229,Rabi Ghosh Khagen Pathak,3944,Rabi Ghosh,nm0315917,Khagen Pathak,nm0665546,The Middleman,1975,1
1230,Rabi Ghosh Mamata Shankar,1991,Rabi Ghosh,nm0315917,Mamata Shankar,nm0788164,The Stranger,1991,1
1231,Rabi Ghosh Mani Srimani,5909,Rabi Ghosh,nm0315917,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,1969,1
1232,Rabi Ghosh Mani Srimani,5909,Rabi Ghosh,nm0315917,Mani Srimani,nm0820248,The Middleman,1975,1
1233,Rabi Ghosh Mani Srimani,5909,Rabi Ghosh,nm0315917,Mani Srimani,nm0820248,The Holy Man,1965,1
1234,Rabi Ghosh Noni Ganguly,3942,Rabi Ghosh,nm0315917,Noni Ganguly,nm0304363,Abhijaan,1962,1
1235,Rabi Ghosh Noni Ganguly,3942,Rabi Ghosh,nm0315917,Noni Ganguly,nm0304363,Heerak Rajar Deshe,1980,1
