,source_target,year_x,source,sourceID,target,targetID,movie,year_y,connections_y
694,Kali Bannerjee Haridhan Nag,1961,Kali Bannerjee,nm0052332,Haridhan Nag,nm5570266,Teen Kanya,1961,1
695,Kali Bannerjee Kali Bannerjee,5875,Kali Bannerjee,nm0052332,Kali Bannerjee,nm0052332,Teen Kanya,1961,1
696,Kali Bannerjee Kali Bannerjee,5875,Kali Bannerjee,nm0052332,Kali Bannerjee,nm0052332,Paras-Pathar,1958,1
697,Kali Bannerjee Kali Bannerjee,5875,Kali Bannerjee,nm0052332,Kali Bannerjee,nm0052332,Aparajito,1956,1
698,Kali Bannerjee Karuna Bannerjee,1956,Kali Bannerjee,nm0052332,Karuna Bannerjee,nm0052334,Aparajito,1956,1
699,Kali Bannerjee Khagen Pathak,1961,Kali Bannerjee,nm0052332,Khagen Pathak,nm0665546,Teen Kanya,1961,1
700,Kali Bannerjee Mani Srimani,1958,Kali Bannerjee,nm0052332,Mani Srimani,nm0820248,Paras-Pathar,1958,1
701,Kali Bannerjee Nripati Chatterjee,1961,Kali Bannerjee,nm0052332,Nripati Chatterjee,nm0154142,Teen Kanya,1961,1
702,Kali Bannerjee Padmadevi,1958,Kali Bannerjee,nm0052332,Padmadevi,nm0222471,Paras-Pathar,1958,1
703,Kali Bannerjee Pahadi Sanyal,1958,Kali Bannerjee,nm0052332,Pahadi Sanyal,nm0764406,Paras-Pathar,1958,1
704,Kali Bannerjee Santosh Dutta,1961,Kali Bannerjee,nm0052332,Santosh Dutta,nm0244904,Teen Kanya,1961,1
705,Kalyan Sen Ajit Banerjee,1975,Kalyan Sen,nm4474657,Ajit Banerjee,nm0051830,The Middleman,1975,1
706,Kalyan Sen Ajoy Banerjee,1971,Kalyan Sen,nm4474657,Ajoy Banerjee,nm0051831,Company Limited,1971,1
707,Kalyan Sen Aparna Sen,1975,Kalyan Sen,nm4474657,Aparna Sen,nm0031967,The Middleman,1975,1
708,Kalyan Sen Bimal Chatterjee,1975,Kalyan Sen,nm4474657,Bimal Chatterjee,nm0154115,The Middleman,1975,1
709,Kalyan Sen Dhritiman Chatterjee,1970,Kalyan Sen,nm4474657,Dhritiman Chatterjee,nm0154122,The Adversary,1970,1
710,Kalyan Sen Dibyendu Chatterjee,1970,Kalyan Sen,nm4474657,Dibyendu Chatterjee,nm4814634,The Adversary,1970,1
711,Kalyan Sen Dipankar Dey,3946,Kalyan Sen,nm4474657,Dipankar Dey,nm0212541,The Middleman,1975,1
712,Kalyan Sen Dipankar Dey,3946,Kalyan Sen,nm4474657,Dipankar Dey,nm0212541,Company Limited,1971,1
713,Kalyan Sen Harindranath Chattopadhyay,1971,Kalyan Sen,nm4474657,Harindranath Chattopadhyay,nm0154129,Company Limited,1971,1
714,Kalyan Sen Kalyan Sen,5916,Kalyan Sen,nm4474657,Kalyan Sen,nm4474657,The Middleman,1975,1
715,Kalyan Sen Kalyan Sen,5916,Kalyan Sen,nm4474657,Kalyan Sen,nm4474657,Company Limited,1971,1
716,Kalyan Sen Kalyan Sen,5916,Kalyan Sen,nm4474657,Kalyan Sen,nm4474657,The Adversary,1970,1
717,Kalyan Sen Kartik Chatterjee,1975,Kalyan Sen,nm4474657,Kartik Chatterjee,nm0154135,The Middleman,1975,1
718,Kalyan Sen Khagen Pathak,1975,Kalyan Sen,nm4474657,Khagen Pathak,nm0665546,The Middleman,1975,1
719,Kalyan Sen Mani Srimani,1975,Kalyan Sen,nm4474657,Mani Srimani,nm0820248,The Middleman,1975,1
720,Kalyan Sen Padmadevi,1975,Kalyan Sen,nm4474657,Padmadevi,nm0222471,The Middleman,1975,1
721,Kalyan Sen Promode Ganguly,1971,Kalyan Sen,nm4474657,Promode Ganguly,nm0304365,Company Limited,1971,1
722,Kalyan Sen Rabi Ghosh,1975,Kalyan Sen,nm4474657,Rabi Ghosh,nm0315917,The Middleman,1975,1
723,Kalyan Sen Satya Banerjee,1975,Kalyan Sen,nm4474657,Satya Banerjee,nm0051810,The Middleman,1975,1
724,Kalyan Sen Sharmila Tagore,1971,Kalyan Sen,nm4474657,Sharmila Tagore,nm0846616,Company Limited,1971,1
725,Kalyan Sen Soven Lahiri,3945,Kalyan Sen,nm4474657,Soven Lahiri,nm0481574,The Middleman,1975,1
726,Kalyan Sen Soven Lahiri,3945,Kalyan Sen,nm4474657,Soven Lahiri,nm0481574,The Adversary,1970,1
727,Kalyan Sen Utpal Dutt,1975,Kalyan Sen,nm4474657,Utpal Dutt,nm0244884,The Middleman,1975,1
728,Kalyan Sen Uttamram Nagar,1975,Kalyan Sen,nm4474657,Uttamram Nagar,nm1840054,The Middleman,1975,1
729,Kamu Mukherjee Abani Mukherjee,3948,Kamu Mukherjee,nm0611536,Abani Mukherjee,nm0611505,Joi Baba Felunath: The Elephant God,1979,1
730,Kamu Mukherjee Abani Mukherjee,3948,Kamu Mukherjee,nm0611536,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,1969,1
731,Kamu Mukherjee Ajit Banerjee,1990,Kamu Mukherjee,nm0611536,Ajit Banerjee,nm0051830,Branches of the Tree,1990,1
732,Kamu Mukherjee Ajoy Banerjee,5923,Kamu Mukherjee,nm0611536,Ajoy Banerjee,nm0051831,The Golden Fortress,1974,1
733,Kamu Mukherjee Ajoy Banerjee,5923,Kamu Mukherjee,nm0611536,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,1980,1
734,Kamu Mukherjee Ajoy Banerjee,5923,Kamu Mukherjee,nm0611536,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,1969,1
735,Kamu Mukherjee Ashok Mitra,3935,Kamu Mukherjee,nm0611536,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,1969,1
736,Kamu Mukherjee Ashok Mitra,3935,Kamu Mukherjee,nm0611536,Ashok Mitra,nm1371495,Nayak: The Hero,1966,1
737,Kamu Mukherjee Bimal Chatterjee,5933,Kamu Mukherjee,nm0611536,Bimal Chatterjee,nm0154115,The Golden Fortress,1974,1
738,Kamu Mukherjee Bimal Chatterjee,5933,Kamu Mukherjee,nm0611536,Bimal Chatterjee,nm0154115,Joi Baba Felunath: The Elephant God,1979,1
739,Kamu Mukherjee Bimal Chatterjee,5933,Kamu Mukherjee,nm0611536,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,1980,1
740,Kamu Mukherjee Bireswar Sen,1966,Kamu Mukherjee,nm0611536,Bireswar Sen,nm0784001,Nayak: The Hero,1966,1
741,Kamu Mukherjee Dibyendu Chatterjee,1974,Kamu Mukherjee,nm0611536,Dibyendu Chatterjee,nm4814634,The Golden Fortress,1974,1
742,Kamu Mukherjee Dipankar Dey,1990,Kamu Mukherjee,nm0611536,Dipankar Dey,nm0212541,Branches of the Tree,1990,1
743,Kamu Mukherjee Gitali Roy,1964,Kamu Mukherjee,nm0611536,Gitali Roy,nm0747030,Charulata,1964,1
744,Kamu Mukherjee Gopal Dey,5915,Kamu Mukherjee,nm0611536,Gopal Dey,nm0223342,Heerak Rajar Deshe,1980,1
745,Kamu Mukherjee Gopal Dey,5915,Kamu Mukherjee,nm0611536,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,1969,1
746,Kamu Mukherjee Gopal Dey,5915,Kamu Mukherjee,nm0611536,Gopal Dey,nm0223342,Nayak: The Hero,1966,1
747,Kamu Mukherjee Govinda Chakravarti,3949,Kamu Mukherjee,nm0611536,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,1980,1
748,Kamu Mukherjee Govinda Chakravarti,3949,Kamu Mukherjee,nm0611536,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,1969,1
749,Kamu Mukherjee Haradhan Bannerjee,5943,Kamu Mukherjee,nm0611536,Haradhan Bannerjee,nm0052329,Branches of the Tree,1990,1
750,Kamu Mukherjee Haradhan Bannerjee,5943,Kamu Mukherjee,nm0611536,Haradhan Bannerjee,nm0052329,The Golden Fortress,1974,1
751,Kamu Mukherjee Haradhan Bannerjee,5943,Kamu Mukherjee,nm0611536,Haradhan Bannerjee,nm0052329,Joi Baba Felunath: The Elephant God,1979,1
752,Kamu Mukherjee Haridhan Mukherjee,3949,Kamu Mukherjee,nm0611536,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,1980,1
753,Kamu Mukherjee Haridhan Mukherjee,3949,Kamu Mukherjee,nm0611536,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,1969,1
754,Kamu Mukherjee Harindranath Chattopadhyay,3943,Kamu Mukherjee,nm0611536,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,1974,1
755,Kamu Mukherjee Harindranath Chattopadhyay,3943,Kamu Mukherjee,nm0611536,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,1969,1
756,Kamu Mukherjee Kamu Mukherjee,9887,Kamu Mukherjee,nm0611536,Kamu Mukherjee,nm0611536,Branches of the Tree,1990,1
757,Kamu Mukherjee Kamu Mukherjee,9887,Kamu Mukherjee,nm0611536,Kamu Mukherjee,nm0611536,Charulata,1964,1
758,Kamu Mukherjee Kamu Mukherjee,9887,Kamu Mukherjee,nm0611536,Kamu Mukherjee,nm0611536,The Golden Fortress,1974,1
759,Kamu Mukherjee Kamu Mukherjee,9887,Kamu Mukherjee,nm0611536,Kamu Mukherjee,nm0611536,Joi Baba Felunath: The Elephant God,1979,1
760,Kamu Mukherjee Kamu Mukherjee,9887,Kamu Mukherjee,nm0611536,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,1980,1
761,Kamu Mukherjee Kartik Chatterjee,3949,Kamu Mukherjee,nm0611536,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,1980,1
762,Kamu Mukherjee Kartik Chatterjee,3949,Kamu Mukherjee,nm0611536,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,1969,1
763,Kamu Mukherjee Khagen Pathak,1969,Kamu Mukherjee,nm0611536,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,1969,1
764,Kamu Mukherjee Madhabi Mukherjee,1964,Kamu Mukherjee,nm0611536,Madhabi Mukherjee,nm0611538,Charulata,1964,1
765,Kamu Mukherjee Mamata Shankar,1990,Kamu Mukherjee,nm0611536,Mamata Shankar,nm0788164,Branches of the Tree,1990,1
766,Kamu Mukherjee Mani Srimani,1969,Kamu Mukherjee,nm0611536,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,1969,1
767,Kamu Mukherjee Monu Mukherjee,1979,Kamu Mukherjee,nm0611536,Monu Mukherjee,nm0611540,Joi Baba Felunath: The Elephant God,1979,1
768,Kamu Mukherjee Noni Ganguly,1980,Kamu Mukherjee,nm0611536,Noni Ganguly,nm0304363,Heerak Rajar Deshe,1980,1
769,Kamu Mukherjee Nripati Chatterjee,1969,Kamu Mukherjee,nm0611536,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,1969,1
770,Kamu Mukherjee Prasad Mukherjee,1969,Kamu Mukherjee,nm0611536,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,1969,1
771,Kamu Mukherjee Promode Ganguly,3970,Kamu Mukherjee,nm0611536,Promode Ganguly,nm0304365,Branches of the Tree,1990,1
772,Kamu Mukherjee Promode Ganguly,3970,Kamu Mukherjee,nm0611536,Promode Ganguly,nm0304365,Heerak Rajar Deshe,1980,1
773,Kamu Mukherjee Rabi Ghosh,3949,Kamu Mukherjee,nm0611536,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,1980,1
774,Kamu Mukherjee Rabi Ghosh,3949,Kamu Mukherjee,nm0611536,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,1969,1
775,Kamu Mukherjee Rajkumar Lahiri,5928,Kamu Mukherjee,nm0611536,Rajkumar Lahiri,nm1708115,Joi Baba Felunath: The Elephant God,1979,1
776,Kamu Mukherjee Rajkumar Lahiri,5928,Kamu Mukherjee,nm0611536,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,1980,1
777,Kamu Mukherjee Rajkumar Lahiri,5928,Kamu Mukherjee,nm0611536,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,1969,1
778,Kamu Mukherjee Santi Chatterjee,3943,Kamu Mukherjee,nm0611536,Santi Chatterjee,nm0154155,The Golden Fortress,1974,1
779,Kamu Mukherjee Santi Chatterjee,3943,Kamu Mukherjee,nm0611536,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,1969,1
780,Kamu Mukherjee Santosh Dutta,7902,Kamu Mukherjee,nm0611536,Santosh Dutta,nm0244904,The Golden Fortress,1974,1
781,Kamu Mukherjee Santosh Dutta,7902,Kamu Mukherjee,nm0611536,Santosh Dutta,nm0244904,Joi Baba Felunath: The Elephant God,1979,1
782,Kamu Mukherjee Santosh Dutta,7902,Kamu Mukherjee,nm0611536,Santosh Dutta,nm0244904,Heerak Rajar Deshe,1980,1
783,Kamu Mukherjee Santosh Dutta,7902,Kamu Mukherjee,nm0611536,Santosh Dutta,nm0244904,The Adventures of Goopy and Bagha,1969,1
784,Kamu Mukherjee Satya Banerjee,1979,Kamu Mukherjee,nm0611536,Satya Banerjee,nm0051810,Joi Baba Felunath: The Elephant God,1979,1
785,Kamu Mukherjee Shailen Ganguli,3949,Kamu Mukherjee,nm0611536,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,1980,1
786,Kamu Mukherjee Shailen Ganguli,3949,Kamu Mukherjee,nm0611536,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,1969,1
787,Kamu Mukherjee Shailen Mukherjee,3938,Kamu Mukherjee,nm0611536,Shailen Mukherjee,nm0611561,Charulata,1964,1
788,Kamu Mukherjee Shailen Mukherjee,3938,Kamu Mukherjee,nm0611536,Shailen Mukherjee,nm0611561,The Golden Fortress,1974,1
789,Kamu Mukherjee Sharmila Tagore,1966,Kamu Mukherjee,nm0611536,Sharmila Tagore,nm0846616,Nayak: The Hero,1966,1
790,Kamu Mukherjee Shyamal Ghoshal,1964,Kamu Mukherjee,nm0611536,Shyamal Ghoshal,nm0315929,Charulata,1964,1
791,Kamu Mukherjee Soven Lahiri,1990,Kamu Mukherjee,nm0611536,Soven Lahiri,nm0481574,Branches of the Tree,1990,1
792,Kamu Mukherjee Subrata Sensharma,3930,Kamu Mukherjee,nm0611536,Subrata Sensharma,nm0784478,Charulata,1964,1
793,Kamu Mukherjee Subrata Sensharma,3930,Kamu Mukherjee,nm0611536,Subrata Sensharma,nm0784478,Nayak: The Hero,1966,1
794,Kamu Mukherjee Sunil Sarkar,3954,Kamu Mukherjee,nm0611536,Sunil Sarkar,nm0765281,The Golden Fortress,1974,1
795,Kamu Mukherjee Sunil Sarkar,3954,Kamu Mukherjee,nm0611536,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,1980,1
796,Kamu Mukherjee Tapan Chatterjee,3949,Kamu Mukherjee,nm0611536,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,1980,1
797,Kamu Mukherjee Tapan Chatterjee,3949,Kamu Mukherjee,nm0611536,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,1969,1
798,Kamu Mukherjee Tarun Mitra,5939,Kamu Mukherjee,nm0611536,Tarun Mitra,nm0593973,Branches of the Tree,1990,1
799,Kamu Mukherjee Tarun Mitra,5939,Kamu Mukherjee,nm0611536,Tarun Mitra,nm0593973,Heerak Rajar Deshe,1980,1
800,Kamu Mukherjee Tarun Mitra,5939,Kamu Mukherjee,nm0611536,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,1969,1
801,Kamu Mukherjee Utpal Dutt,3959,Kamu Mukherjee,nm0611536,Utpal Dutt,nm0244884,Joi Baba Felunath: The Elephant God,1979,1
802,Kamu Mukherjee Utpal Dutt,3959,Kamu Mukherjee,nm0611536,Utpal Dutt,nm0244884,Heerak Rajar Deshe,1980,1
803,Kamu Mukherjee Uttamram Nagar,3951,Kamu Mukherjee,nm0611536,Uttamram Nagar,nm1840054,The Golden Fortress,1974,1
804,Kamu Mukherjee Uttamram Nagar,3951,Kamu Mukherjee,nm0611536,Uttamram Nagar,nm1840054,The Chess Players,1977,1
805,Kamu Mukherjee Victor Banerjee,1977,Kamu Mukherjee,nm0611536,Victor Banerjee,nm0051856,The Chess Players,1977,1
806,Kartik Chatterjee Abani Mukherjee,1969,Kartik Chatterjee,nm0154135,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,1969,1
807,Kartik Chatterjee Ajit Banerjee,1975,Kartik Chatterjee,nm0154135,Ajit Banerjee,nm0051830,The Middleman,1975,1
808,Kartik Chatterjee Ajoy Banerjee,3949,Kartik Chatterjee,nm0154135,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,1980,1
809,Kartik Chatterjee Ajoy Banerjee,3949,Kartik Chatterjee,nm0154135,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,1969,1
810,Kartik Chatterjee Aparna Sen,1975,Kartik Chatterjee,nm0154135,Aparna Sen,nm0031967,The Middleman,1975,1
811,Kartik Chatterjee Ashok Mitra,1969,Kartik Chatterjee,nm0154135,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,1969,1
812,Kartik Chatterjee Bimal Chatterjee,3955,Kartik Chatterjee,nm0154135,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,1980,1
813,Kartik Chatterjee Bimal Chatterjee,3955,Kartik Chatterjee,nm0154135,Bimal Chatterjee,nm0154115,The Middleman,1975,1
814,Kartik Chatterjee Dipankar Dey,1975,Kartik Chatterjee,nm0154135,Dipankar Dey,nm0212541,The Middleman,1975,1
815,Kartik Chatterjee Gopal Dey,3949,Kartik Chatterjee,nm0154135,Gopal Dey,nm0223342,Heerak Rajar Deshe,1980,1
816,Kartik Chatterjee Gopal Dey,3949,Kartik Chatterjee,nm0154135,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,1969,1
817,Kartik Chatterjee Govinda Chakravarti,3949,Kartik Chatterjee,nm0154135,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,1980,1
818,Kartik Chatterjee Govinda Chakravarti,3949,Kartik Chatterjee,nm0154135,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,1969,1
819,Kartik Chatterjee Haridhan Mukherjee,3949,Kartik Chatterjee,nm0154135,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,1980,1
820,Kartik Chatterjee Haridhan Mukherjee,3949,Kartik Chatterjee,nm0154135,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,1969,1
821,Kartik Chatterjee Harindranath Chattopadhyay,1969,Kartik Chatterjee,nm0154135,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,1969,1
822,Kartik Chatterjee Kalyan Sen,1975,Kartik Chatterjee,nm0154135,Kalyan Sen,nm4474657,The Middleman,1975,1
823,Kartik Chatterjee Kamu Mukherjee,1980,Kartik Chatterjee,nm0154135,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,1980,1
824,Kartik Chatterjee Kartik Chatterjee,5924,Kartik Chatterjee,nm0154135,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,1980,1
825,Kartik Chatterjee Kartik Chatterjee,5924,Kartik Chatterjee,nm0154135,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,1969,1
826,Kartik Chatterjee Kartik Chatterjee,5924,Kartik Chatterjee,nm0154135,Kartik Chatterjee,nm0154135,The Middleman,1975,1
827,Kartik Chatterjee Khagen Pathak,3944,Kartik Chatterjee,nm0154135,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,1969,1
828,Kartik Chatterjee Khagen Pathak,3944,Kartik Chatterjee,nm0154135,Khagen Pathak,nm0665546,The Middleman,1975,1
829,Kartik Chatterjee Mani Srimani,3944,Kartik Chatterjee,nm0154135,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,1969,1
830,Kartik Chatterjee Mani Srimani,3944,Kartik Chatterjee,nm0154135,Mani Srimani,nm0820248,The Middleman,1975,1
831,Kartik Chatterjee Noni Ganguly,1980,Kartik Chatterjee,nm0154135,Noni Ganguly,nm0304363,Heerak Rajar Deshe,1980,1
832,Kartik Chatterjee Nripati Chatterjee,1969,Kartik Chatterjee,nm0154135,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,1969,1
833,Kartik Chatterjee Padmadevi,1975,Kartik Chatterjee,nm0154135,Padmadevi,nm0222471,The Middleman,1975,1
834,Kartik Chatterjee Prasad Mukherjee,1969,Kartik Chatterjee,nm0154135,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,1969,1
835,Kartik Chatterjee Promode Ganguly,1980,Kartik Chatterjee,nm0154135,Promode Ganguly,nm0304365,Heerak Rajar Deshe,1980,1
836,Kartik Chatterjee Rabi Ghosh,5924,Kartik Chatterjee,nm0154135,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,1980,1
837,Kartik Chatterjee Rabi Ghosh,5924,Kartik Chatterjee,nm0154135,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,1969,1
838,Kartik Chatterjee Rabi Ghosh,5924,Kartik Chatterjee,nm0154135,Rabi Ghosh,nm0315917,The Middleman,1975,1
839,Kartik Chatterjee Rajkumar Lahiri,3949,Kartik Chatterjee,nm0154135,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,1980,1
840,Kartik Chatterjee Rajkumar Lahiri,3949,Kartik Chatterjee,nm0154135,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,1969,1
841,Kartik Chatterjee Santi Chatterjee,1969,Kartik Chatterjee,nm0154135,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,1969,1
842,Kartik Chatterjee Santosh Dutta,3949,Kartik Chatterjee,nm0154135,Santosh Dutta,nm0244904,Heerak Rajar Deshe,1980,1
843,Kartik Chatterjee Santosh Dutta,3949,Kartik Chatterjee,nm0154135,Santosh Dutta,nm0244904,The Adventures of Goopy and Bagha,1969,1
844,Kartik Chatterjee Satya Banerjee,1975,Kartik Chatterjee,nm0154135,Satya Banerjee,nm0051810,The Middleman,1975,1
845,Kartik Chatterjee Shailen Ganguli,3949,Kartik Chatterjee,nm0154135,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,1980,1
846,Kartik Chatterjee Shailen Ganguli,3949,Kartik Chatterjee,nm0154135,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,1969,1
847,Kartik Chatterjee Soven Lahiri,1975,Kartik Chatterjee,nm0154135,Soven Lahiri,nm0481574,The Middleman,1975,1
848,Kartik Chatterjee Sunil Sarkar,1980,Kartik Chatterjee,nm0154135,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,1980,1
849,Kartik Chatterjee Tapan Chatterjee,3949,Kartik Chatterjee,nm0154135,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,1980,1
850,Kartik Chatterjee Tapan Chatterjee,3949,Kartik Chatterjee,nm0154135,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,1969,1
851,Kartik Chatterjee Tarun Mitra,3949,Kartik Chatterjee,nm0154135,Tarun Mitra,nm0593973,Heerak Rajar Deshe,1980,1
852,Kartik Chatterjee Tarun Mitra,3949,Kartik Chatterjee,nm0154135,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,1969,1
853,Kartik Chatterjee Utpal Dutt,3955,Kartik Chatterjee,nm0154135,Utpal Dutt,nm0244884,Heerak Rajar Deshe,1980,1
854,Kartik Chatterjee Utpal Dutt,3955,Kartik Chatterjee,nm0154135,Utpal Dutt,nm0244884,The Middleman,1975,1
855,Kartik Chatterjee Uttamram Nagar,1975,Kartik Chatterjee,nm0154135,Uttamram Nagar,nm1840054,The Middleman,1975,1
856,Karuna Bannerjee Anil Chatterjee,3922,Karuna Bannerjee,nm0052334,Anil Chatterjee,nm0154110,The Goddess,1960,1
857,Karuna Bannerjee Anil Chatterjee,3922,Karuna Bannerjee,nm0052334,Anil Chatterjee,nm0154110,Kanchenjungha,1962,1
858,Karuna Bannerjee Charuprakash Ghosh,1956,Karuna Bannerjee,nm0052334,Charuprakash Ghosh,nm0315882,Aparajito,1956,1
859,Karuna Bannerjee Chhabi Biswas,3922,Karuna Bannerjee,nm0052334,Chhabi Biswas,nm0084435,The Goddess,1960,1
860,Karuna Bannerjee Chhabi Biswas,3922,Karuna Bannerjee,nm0052334,Chhabi Biswas,nm0084435,Kanchenjungha,1962,1
861,Karuna Bannerjee Haridhan Nag,1955,Karuna Bannerjee,nm0052334,Haridhan Nag,nm5570266,Pather Panchali,1955,1
862,Karuna Bannerjee Kali Bannerjee,1956,Karuna Bannerjee,nm0052334,Kali Bannerjee,nm0052332,Aparajito,1956,1
863,Karuna Bannerjee Karuna Bannerjee,5878,Karuna Bannerjee,nm0052334,Karuna Bannerjee,nm0052334,The Goddess,1960,1
864,Karuna Bannerjee Karuna Bannerjee,5878,Karuna Bannerjee,nm0052334,Karuna Bannerjee,nm0052334,Kanchenjungha,1962,1
865,Karuna Bannerjee Karuna Bannerjee,5878,Karuna Bannerjee,nm0052334,Karuna Bannerjee,nm0052334,Aparajito,1956,1
866,Karuna Bannerjee Pahadi Sanyal,1962,Karuna Bannerjee,nm0052334,Pahadi Sanyal,nm0764406,Kanchenjungha,1962,1
867,Karuna Bannerjee Sharmila Tagore,1960,Karuna Bannerjee,nm0052334,Sharmila Tagore,nm0846616,The Goddess,1960,1
868,Karuna Bannerjee Subrata Sensharma,1962,Karuna Bannerjee,nm0052334,Subrata Sensharma,nm0784478,Kanchenjungha,1962,1
869,Khagen Pathak Abani Mukherjee,1969,Khagen Pathak,nm0665546,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,1969,1
870,Khagen Pathak Ajit Banerjee,1975,Khagen Pathak,nm0665546,Ajit Banerjee,nm0051830,The Middleman,1975,1
871,Khagen Pathak Ajoy Banerjee,1969,Khagen Pathak,nm0665546,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,1969,1
872,Khagen Pathak Anil Chatterjee,1961,Khagen Pathak,nm0665546,Anil Chatterjee,nm0154110,Teen Kanya,1961,1
873,Khagen Pathak Aparna Sen,3936,Khagen Pathak,nm0665546,Aparna Sen,nm0031967,Teen Kanya,1961,1
874,Khagen Pathak Aparna Sen,3936,Khagen Pathak,nm0665546,Aparna Sen,nm0031967,The Middleman,1975,1
875,Khagen Pathak Ashok Mitra,1969,Khagen Pathak,nm0665546,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,1969,1
876,Khagen Pathak Bimal Chatterjee,1975,Khagen Pathak,nm0665546,Bimal Chatterjee,nm0154115,The Middleman,1975,1
877,Khagen Pathak Dipankar Dey,1975,Khagen Pathak,nm0665546,Dipankar Dey,nm0212541,The Middleman,1975,1
